,Author,Book,Genre,Year
1238,Edward Klein,Amateur,nonfiction,2012
1239,Cheryl Strayed,Wild,nonfiction,2012
1240,Joe Posnanski,Paterno,nonfiction,2012
1241,Dinesh D'Souza,Obama's America,nonfiction,2012
1242,Mark Owen with Kevin Maurer,No Easy Day,nonfiction,2012
1243,Bill O'Reilly and Martin Dugard,Killing Kennedy,nonfiction,2012
1244,Jon Meacham,Thomas Jefferson,nonfiction,2012
1245,Sonia Sotomayor,My Beloved World,nonfiction,2013
1246,Michael Moss,Salt Sugar Fat,nonfiction,2013
1247,Pat Summitt with Sally Jenkins,Sum It Up,nonfiction,2013
1248,Sheryl Sandberg with Nell Scovell,Lean In,nonfiction,2013
1249,David Sedaris,Let's Explore Diabetes With Owls,nonfiction,2013
1250,Phil Robertson with Mark Schlabach,"Happy, Happy, Happy",nonfiction,2013
1251,Rick Atkinson,The Guns at Last Light,nonfiction,2013
1252,Phil Jackson and Hugh Delehanty,Eleven Rings,nonfiction,2013
1253,Reza Aslan,Zealot,nonfiction,2013
1254,Mark R. Levin,The Liberty Amendments,nonfiction,2013
1255,Si Robertson with Mark Schlabach,Si-cology 1,nonfiction,2013
1256,Bill O'Reilly and Martin Dugard,Killing Jesus,nonfiction,2013
1257,Brandon Stanton,Humans of New York,nonfiction,2013
1258,Robert M. Gates,Duty,nonfiction,2014
1259,Malcolm Gladwell,David and Goliath,nonfiction,2014
1260,Michio Kaku,The Future of the Mind,nonfiction,2014
1261,Chelsea Handler,Uganda Be Kidding Me,nonfiction,2014
1262,Dan Harris,10% Happier,nonfiction,2014
1263,Arianna Huffington,Thrive,nonfiction,2014
1264,Michael Lewis,Flash Boys,nonfiction,2014
1265,Thomas Piketty,Capital in the Twenty-First Century,nonfiction,2014
1266,Hillary Rodham Clinton,Hard Choices,nonfiction,2014
1267,Edward Klein,Blood Feud,nonfiction,2014
1268,Dinesh D'Souza,America,nonfiction,2014
1269,Randall Munroe,What If,nonfiction,2014
1270,Mitchell Zuckoff,13 Hours,nonfiction,2014
1271,Bill O'Reilly and Martin Dugard,Killing Patton,nonfiction,2014
1272,Amy Poehler,Yes Please,nonfiction,2014
1273,George W. Bush,41,nonfiction,2014
1274,Erik Larson,Dead Wake,nonfiction,2015
1275,Brent Schlender and Rick Tetzeli,Becoming Steve Jobs,nonfiction,2015
1276,Kate Andersen Brower,The Residence,nonfiction,2015
1277,David Brooks,The Road to Character,nonfiction,2015
1278,Dana Perino,And the Good News Is...,nonfiction,2015
1279,Amanda Berry and Gina DeJesus,Hope,nonfiction,2015
1280,David McCullough,The Wright Brothers,nonfiction,2015
1281,Holly Madison,Down the Rabbit Hole,nonfiction,2015
1282,Ta-Nehisi Coates,Between the World and Me,nonfiction,2015
1283,Mark Levin,Plunder and Deceit,nonfiction,2015
1284,Glenn Beck,It Is About Islam,nonfiction,2015
1285,Bill Bryson,A Walk in the Woods,nonfiction,2015
1286,Mindy Kaling,Why Not Me?,nonfiction,2015
1287,Bill O'Reilly and Martin Dugard,Killing Reagan,nonfiction,2015
1288,Brandon Stanton,Humans of New York: Stories,nonfiction,2015
1289,Leah Remini and Rebecca Paley,Troublemaker,nonfiction,2015
1290,Alan Cumming,Not My Father's Son: A Memoir,nonfiction,2016
1291,Paul Kalanithi,When Breath Becomes Air,nonfiction,2016
1292,Anderson Cooper and Gloria Vanderbilt,The Rainbow Comes and Goes,nonfiction,2016
1293,Lin-Manuel Miranda and Jeremy McCarter,Hamilton: The Revolution,nonfiction,2016
1294,Siddhartha Mukherjee,The Gene: An Intimate History,nonfiction,2016
1295,David Fisher,Bill O'Relly's Legends and Lies: The Patriots,nonfiction,2016
1296,Ron Chernow,Alexander Hamilton,nonfiction,2016
1297,Gary J. Byrne with Grant M. Schmidt,Crisis of Character,nonfiction,2016
1298,Shane Dawson,It Gets Worse: A Collection of Essays,nonfiction,2016
1299,Dinesh D'Souza,Hillary's America,nonfiction,2016
1300,J. D. Vance,Hillbilly Elegy,nonfiction,2016
1301,Amy Schumer,The Girl with the Lower Back Tattoo,nonfiction,2016
1302,Glennon Doyle Melton,Love Warrior,nonfiction,2016
1303,Bill O'Reilly and Martin Dugard,Killing the Rising Sun,nonfiction,2016
1304,Bruce Springsteen,Born to Run,nonfiction,2016
1305,Chip Gaines and Joanna Gaines with Mark Dagostino,The Magnolia Story,nonfiction,2016
1306,Megyn Kelly,Settle for More,nonfiction,2016
1307,Carrie Fisher,The Princess Diarist,nonfiction,2017
1308,Margot Lee Shetterly,Hidden Figures,nonfiction,2017
1309,George W. Bush,Portraits of Courage,nonfiction,2017
1310,Diane Ackerman,The Zookeeper's Wife,nonfiction,2017
1311,Bill O'Reilly and Bruce Feirstein,Old School: Life in the Sane Lane,nonfiction,2017
1312,Jonathan Allen and Amie Parnes,Shattered,nonfiction,2017
1313,Sheryl Sandberg and Adam Grant,Option B,nonfiction,2017
1314,Neil deGrasse Tyson,Astrophysics for People in a Hurry,nonfiction,2017
1315,Al Franken,"Al Franken, Giant of the Senate",nonfiction,2017
1316,Kevin Hart and Neil Strauss,I Can't Make This Up,nonfiction,2017
1317,Newt Gingrich,Understanding Trump,nonfiction,2017
1318,Mark Levin,Rediscovering Americanism,nonfiction,2017
1319,Joshua Green,Devil's Bargain,nonfiction,2017
1320,Jeannette Walls,The Glass Castle,nonfiction,2017
1321,Bill O'Reilly and Martin Dugard,Killing England,nonfiction,2017
1322,Ron Chernow,Grant,nonfiction,2017
1323,Walter Isaacson,Leonardo Da Vinci,nonfiction,2017
1324,Jenna Bush Hager and Barbara Pierce Bush,Sisters First,nonfiction,2017
1325,Pete Souza,Obama: An Intimate Portrait,nonfiction,2017
1326,Joe Biden,"Promise Me, Dad",nonfiction,2017
1327,Michael Wolff,Fire and Fury,nonfiction,2018
1328,Tara Westover,Educated,nonfiction,2018
1329,Michelle McNamara,I'll Be Gone in the Dark,nonfiction,2018
1330,Michael Isikoff and David Corn,Russian Roulette,nonfiction,2018
1331,Peter Schweizer,Secret Empires,nonfiction,2018
1332,Chrissy Metz,This Is Me,nonfiction,2018
1333,David Grann,Killers of the Flower Moon,nonfiction,2018
1334,Madeleine Albright and Bill Woodward,Fascism: A Warning,nonfiction,2018
1335,James Comey,A Higher Loyalty,nonfiction,2018
1336,Jon Meacham,The Soul of America,nonfiction,2018
1337,Michael Pollan,How to Change Your Mind,nonfiction,2018
1338,John McCain and Mark Salter,The Restless Wave,nonfiction,2018
1339,David Sedaris,Calypso,nonfiction,2018
1340,Anthony Bourdain,Kitchen Confidential,nonfiction,2018
1341,Jeanine Pirro,"Liars, Leakers and Liberals",nonfiction,2018
1342,Gregg Jarrett,The Russia Hoax,nonfiction,2018
1343,Rick Wilson,Everything Trump Touches Dies,nonfiction,2018
1344,Omarosa Manigault Newman,Unhinged,nonfiction,2018
1345,Yuval Noah Harari,Sapiens,nonfiction,2018
1346,Bob Woodward,Fear: Trump in the White House,nonfiction,2018
1347,Bill O'Reilly and Martin Dugard,Killing the SS,nonfiction,2018
1348,Michael Diamond and Adam Horovitz,Beastie Boys Book,nonfiction,2018
1349,Michelle Obama,Becoming,nonfiction,2018
1350,Andrew McCabe,The Threat,nonfiction,2019
1351,Ben Shapiro,The Right Side of History,nonfiction,2019
1352,Chelsea Handler,Life Will Be the Death of Me,nonfiction,2019
1353,The Washington Post,The Mueller Report,nonfiction,2019
1354,David McCullough,The Pioneers,nonfiction,2019
1355,Howard Stern,Howard Stern Comes Again,nonfiction,2019
1356,Mark Levin,Unfreedom of the Press,nonfiction,2019
1357,Lisa Taddeo,Three Women,nonfiction,2019
1358,Jim Mattis and Bing West,Call Sign Chaos,nonfiction,2019
1359,Malcolm Gladwell,Talking to Strangers,nonfiction,2019
1360,Demi Moore,Inside Out,nonfiction,2019
1361,Rachel Maddow,Blowout,nonfiction,2019
1362,Elton John,Me,nonfiction,2019
1363,Prince,The Beautiful Ones,nonfiction,2019
1364,Donald Trump Jr.,Triggered,nonfiction,2019
1365,Anonymous,A Warning,nonfiction,2019
1366,Glenn Simpson and Peter Fritsch,Crime in Progress,nonfiction,2019
1367,Bryan Stevenson,Just Mercy,nonfiction,2020
1368,Philip Rucker and Carol Leonnig,A Very Stable Genius,nonfiction,2020
1369,Peter Schweizer,Profiles in Corruption,nonfiction,2020
1370,Jessica Simpson with Kevin Carr O'Leary,Open Book,nonfiction,2020
1371,Kobe Bryant,The Mamba Mentality,nonfiction,2020
1372,Erik Larson,The Splendid and the Vile,nonfiction,2020
1373,Glennon Doyle,Untamed,nonfiction,2020
1374,Robert Kolker,Hidden Valley Road,nonfiction,2020
1375,Robin DiAngelo,White Fragility,nonfiction,2020
1376,Ibram X. Kendi,How to Be an Antiracist,nonfiction,2020
1377,John Bolton,The Room Where It Happened,nonfiction,2020
1378,Mary L. Trump,Too Much and Never Enough,nonfiction,2020
1379,Sean Hannity,Live Free or Die,nonfiction,2020
1380,Jon Meacham,His Truth Is Marching On,nonfiction,2020
1381,Stephanie Winston Wolkoff,Melania and Me,nonfiction,2020
1382,Michael Cohen,Disloyal,nonfiction,2020
1383,Bob Woodward,Rage,nonfiction,2020
1384,Mariah Carey with Michaela Angela Davis,The Meaning of Mariah Carey,nonfiction,2020
1385,Brandon Stanton,Humans,nonfiction,2020
1386,Isabel Wilkerson,Caste,nonfiction,2020
1387,Matthew McConaughey,Greenlights,nonfiction,2020
1388,Sam Heughan and Graham McTavish,Clanlands,nonfiction,2020
1389,Barack Obama,A Promised Land,nonfiction,2020
1390,Adam Grant,Think Again,nonfiction,2021
1391,James Patterson and Matt Eversmann with Chris Mooney,Walk in My Combat Boots,nonfiction,2021
1392,Bill Gates,How to Avoid a Climate Disaster,nonfiction,2021
1393,Walter Isaacson,The Code Breaker,nonfiction,2021
1394,Don Lemon,This Is the Fire,nonfiction,2021
1395,Brandi Carlile,Broken Horses,nonfiction,2021
1396,John Boehner,On the House,nonfiction,2021
1397,George W. Bush,"Out of Many, One",nonfiction,2021
1398,Bruce D. Perry and Oprah Winfrey,What Happened to You?,nonfiction,2021
1399,Bill O'Reilly and Martin Dugard,Killing the Mob,nonfiction,2021
